State,District,Latitude,Longitude,Population,Male,Female,Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,2408523,1220736,1187787,1256126,407947,229273,2224839,142427,1978,1468,183,35149
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,148168,160809,1105676,33677,759,260,100,14966
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,148168,160809,1105676,33677,759,260,100,14966
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,148168,160809,1105676,33677,759,260,100,14966
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,696532,692020,681591,52267,983437,1340065,28662,830,240,226,16141
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,696532,692020,681591,52267,983437,1340065,28662,830,240,226,16141
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,696532,692020,681591,52267,983437,1340065,28662,830,240,226,16141
Rajasthan,Banswara,23.45364203296701,74.44246868131869,1797485,907754,889731,829343,80091,1372999,1701234,48834,22250,427,138,22613
Rajasthan,Banswara,23.45364203296701,74.44246868131869,1797485,907754,889731,829343,80091,1372999,1701234,48834,22250,427,138,22613
Rajasthan,Banswara,23.45364203296701,74.44246868131869,1797485,907754,889731,829343,80091,1372999,1701234,48834,22250,427,138,22613
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,783171,761167,821825,250224,201546,1413163,97855,1274,1515,252,25843
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,783171,761167,821825,250224,201546,1413163,97855,1274,1515,252,25843
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,783171,761167,821825,250224,201546,1413163,97855,1274,1515,252,25843
Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,405408,183816,1661307,243993,5665,11058,280,25742
Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,405408,183816,1661307,243993,5665,11058,280,25742
Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,405408,183816,1661307,243993,5665,11058,280,25742
Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,633945,588810,693307,221184,276857,1133349,79984,1432,3066,84,2795
Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,633945,588810,693307,221184,276857,1133349,79984,1432,3066,84,2795
Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,633945,588810,693307,221184,276857,1133349,79984,1432,3066,84,2795
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,1411129,725143,685986,739792,243582,182229,1299751,96164,842,819,46,12488
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,1411129,725143,685986,739792,243582,182229,1299751,96164,842,819,46,12488
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,1411129,725143,685986,739792,243582,182229,1299751,96164,842,819,46,12488
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,188525,1525289,2869976,104307,7406,4278,209,78647
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,188525,1525289,2869976,104307,7406,4278,209,78647
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,188525,1525289,2869976,104307,7406,4278,209,78647
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,867848,437744,430104,401515,60429,550427,827293,25597,358,72,32,14077
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,867848,437744,430104,401515,60429,550427,827293,25597,358,72,32,14077
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,867848,437744,430104,401515,60429,550427,827293,25597,358,72,32,14077
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,867848,437744,430104,401515,60429,550427,827293,25597,358,72,32,14077
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,867848,437744,430104,401515,60429,550427,827293,25597,358,72,32,14077
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,867848,437744,430104,401515,60429,550427,827293,25597,358,72,32,14077
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,764450,980,1966892,1454052,6523,18627,1937,10208
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,764450,980,1966892,1454052,6523,18627,1937,10208
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,764450,980,1966892,1454052,6523,18627,1937,10208
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,561250,317,2382914,1711453,6495,18601,1516,16345
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,561250,317,2382914,1711453,6495,18601,1516,16345
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,561250,317,2382914,1711453,6495,18601,1516,16345
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,787444,3058,2032081,1585210,6184,50624,1736,2134
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,787444,3058,2032081,1585210,6184,50624,1736,2134
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,787444,3058,2032081,1585210,6184,50624,1736,2134
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,731406,685,2488265,2248392,13157,7555,1260,2426
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,731406,685,2488265,2248392,13157,7555,1260,2426
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,731406,685,2488265,2248392,13157,7555,1260,2426
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,307936,358,1073890,1181337,9201,65316,384,1307
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,307936,358,1073890,1181337,9201,65316,384,1307
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,307936,358,1073890,1181337,9201,65316,384,1307
Uttar Pradesh,Jyotiba Phule Nagar,28.8704989847716,78.39009365482241,1840221,963449,876772,983110,318001,164,1075440,750368,5952,5295,189,517
Uttar Pradesh,Jyotiba Phule Nagar,28.8704989847716,78.39009365482241,1840221,963449,876772,983110,318001,164,1075440,750368,5952,5295,189,517
Uttar Pradesh,Jyotiba Phule Nagar,28.8704989847716,78.39009365482241,1840221,963449,876772,983110,318001,164,1075440,750368,5952,5295,189,517
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,624149,3390,2183255,1185643,10582,24912,1855,18544
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,624149,3390,2183255,1185643,10582,24912,1855,18544
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,624149,3390,2183255,1185643,10582,24912,1855,18544
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,149060,14,917474,364583,1840,483,161,16139
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,149060,14,917474,364583,1840,483,161,16139
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,149060,14,917474,364583,1840,483,161,16139
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,773463,3968,3414427,1186776,19026,23001,3487,16412
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,773463,3968,3414427,1186776,19026,23001,3487,16412
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,773463,3968,3414427,1186776,19026,23001,3487,16412
Uttar Pradesh,Gautam Buddha Nagar,28.39331103896104,77.52462467532465,1648115,890214,757901,1122947,216105,2215,1394025,215500,7366,9261,895,4518
Uttar Pradesh,Gautam Buddha Nagar,28.39331103896104,77.52462467532465,1648115,890214,757901,1122947,216105,2215,1394025,215500,7366,9261,895,4518
Uttar Pradesh,Gautam Buddha Nagar,28.39331103896104,77.52462467532465,1648115,890214,757901,1122947,216105,2215,1394025,215500,7366,9261,895,4518
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,725600,198,2707195,777407,4088,2765,669,1572
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,725600,198,2707195,777407,4088,2765,669,1572
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,725600,198,2707195,777407,4088,2765,669,1572
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,755254,629,2904140,729283,7635,5875,2582,2805
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,755254,629,2904140,729283,7635,5875,2582,2805
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,755254,629,2904140,729283,7635,5875,2582,2805
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,506580,1520,2310776,216933,3179,2872,883,2056
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,506580,1520,2310776,216933,3179,2872,883,2056
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,506580,1520,2310776,216933,3179,2872,883,2056
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,991325,7255,3922718,411313,10076,12057,4049,21508
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,991325,7255,3922718,411313,10076,12057,4049,21508
